sample,question,ground_truth,raw_prediction,prediction,correct,question_type
835,Has the small building located in the southwestern corner of the image been demolished?,Yes,Yes,yes,True,Yes/No
836,"Looking at the eastern side of the north-south running street, just south of the intersection, what change occurred to the sidewalk?  **A)** A new segment of sidewalk was constructed. **B)** A section of the sidewalk was demolished. **C)** A bus stop was installed on the sidewalk. **D)** The sidewalk was replaced with a grassy verge.",A,A,a,True,Multiple Choice
837,"In the northeast corner of the residential area, has a new house been constructed on the previously vacant lot along the road?",Yes,Yes,yes,True,Yes/No
838,"What change occurred to the land in the eastern part of the neighborhood, south of the main horizontal road?  **A)** A new residential building was constructed. **B)** An existing house was demolished to make room for a park. **C)** A large swimming pool was installed in a backyard. **D)** The area was converted into a paved parking lot.",A,A,a,True,Multiple Choice
839,What has happened to the trail located in the grassy area south of the diagonal road in the upper half of the images?  **A)** It was widened and paved. **B)** It was relocated closer to the main road. **C)** It was demolished and replaced by a building and parking lot. **D)** It was converted into a landscaped garden.,C,C,c,True,Multiple Choice
840,"In the southwestern section of the residential area, has a large tree with a dense green canopy grown or been added to the front yard of the property situated along the curved segment of the road?",Yes,Yes,yes,True,Yes/No
841,"Looking at the area alongside the main road running horizontally through the upper portion of the images, what change has occurred to the sidewalk?  **A)** A new sidewalk was constructed. **B)** The sidewalk was completely demolished and replaced with grass. **C)** The sidewalk was narrowed to make room for an additional traffic lane. **D)** The sidewalk was painted with a new bike lane indicator.",A,C,c,False,Multiple Choice
842,"Looking at the bottom-left corner of the images, what change can be observed regarding the status of a building in that area?  **A)** A building was demolished and replaced with a park. **B)** A building was constructed where there was previously only vegetation and bare ground. **C)** An existing building was renovated with a new roof color. **D)** A building was enlarged through a side addition.",B,B,b,True,Multiple Choice
843,"In the lower-middle part of the images, what change has occurred regarding the swimming pool?  **A)** It was newly constructed. **B)** It was removed and replaced with vegetation. **C)** It was converted into a residential structure. **D)** It was significantly enlarged.",A,B,b,False,Multiple Choice
844,"In the lower-left area of the scene, adjacent to the road, how has the sidewalk changed between the two images?  **A)** A new sidewalk was constructed. **B)** The existing sidewalk was demolished and replaced with grass. **C)** the sidewalk was narrowed to make room for an additional road lane. **D)** The sidewalk's path was straightened to run parallel to the road.",A,A,a,True,Multiple Choice
845,"In the northern section of the open field, situated in the upper-central portion of the clearing, what change can be observed regarding the tree at that location?  **A)** A tree was added. **B)** A tree was removed. **C)** A tree was pruned to a much smaller size. **D)** There was no change to the tree's appearance.",A,D,d,False,Multiple Choice
846,"What change occurred to the building located in the northwestern section of the property, to the west of the central parking lot?  **A)** It was demolished to make way for a parking lot. **B)** It was newly constructed. **C)** Its roof was replaced with a different material. **D)** It was converted into a green space.",B,B,b,True,Multiple Choice
847,"Focusing on the northwest corner of the area, what major change can be observed between the two images?  **A)** A dense forest was planted to cover the open land. **B)** A new residential building was constructed on previously vegetated land. **C)** A large parking lot was paved over a grassy field. **D)** An old house was demolished and replaced with a community park.",B,B,b,True,Multiple Choice
848,"What change occurred to the small feature in the bottom-left corner of the image, near the junction of the roads?  **A)** A small structure was built on previously empty ground. **B)** A large residential house was completed. **C)** The existing building was completely removed. **D)** The area was converted into a paved parking lot.",A,A,a,True,Multiple Choice
849,Has a new concrete sidewalk been constructed at the northwest corner of the residential street intersection located in the lower-left quadrant?,Yes,Yes,yes,True,Yes/No
850,Has a concrete sidewalk been newly constructed along the curve of the road in the southwestern portion of this developed residential neighborhood?,Yes,Yes,yes,True,Yes/No
851,"What happened to the tree located along the sidewalk of the main road, between the two large apartment buildings near the center of the image?  **A)** It was significantly pruned. **B)** It was removed. **C)** It was replaced by a small monument. **D)** It grew a denser canopy.",B,B,b,True,Multiple Choice
852,"Has the small building situated in the northeast section of the residential cluster, at the end of the curved access road, been demolished?",Yes,Yes,yes,True,Yes/No
853,"In the bottom right corner of the images, what change occurred to the sidewalk?  **A)** A new sidewalk was constructed. **B)** The existing sidewalk was removed and replaced with grass. **C)** The sidewalk was narrowed to accommodate a wider road. **D)** A brick wall was built on top of the sidewalk.",A,C,c,False,Multiple Choice
854,"Has a new building been constructed in the southern part of the image, situated south of the dark horizontal boundary and east of the large unpaved area?",Yes,Yes,yes,True,Yes/No
855,"Looking at the northwest corner of the area, what happened to the tree that was originally present there?  **A)** It was removed to facilitate the construction of a house. **B)** It was preserved as part of a backyard garden. **C)** It grew larger and now provides shade for the nearby road. **D)** It was replaced by a new sidewalk.",A,A,a,True,Multiple Choice
856,"Looking at the area in the central-right portion of the images, what change is observed regarding the tree that was initially present?  **A)** It was incorporated into the backyard of one of the new houses. **B)** It was removed as the land was developed for residential housing. **C)** It grew significantly larger between the two time periods. **D)** It was replaced by a cluster of smaller ornamental bushes.",B,B,b,True,Multiple Choice
857,"Has a new house been constructed in the southern section of the image, located along the western side of the vertical road?",Yes,Yes,yes,True,Yes/No
858,"Focusing on the area in the lower right quadrant of the image, east of the central north-south road, what is the nature of the change observed at that specific site?  **A)** A new building has been constructed. **B)** A building has been completely demolished. **C)** An existing building has been significantly expanded. **D)** The roof of a building has been repainted or reshingled.",A,B,b,False,Multiple Choice
859,"Has a swimming pool been constructed in the southern portion of the property, situated just north of the building complex?",Yes,Yes,yes,True,Yes/No
860,"Has a tree been planted or grown significantly in the backyard of the house located in the lower-left quadrant of the image, on the western side of the main road?",Yes,Yes,yes,True,Yes/No
861,"Has the road_paved in the central and southern parts of the image been significantly expanded into a wider, multi-lane highway system with large concrete pavement areas?",Yes,Yes,yes,True,Yes/No
862,"Has a new building been constructed in the lower right quadrant of the image, situated at the corner of the residential street intersection?",Yes,Yes,yes,True,Yes/No
863,"Looking at the middle section of the imagery, between the open field and the large industrial building, what change has occurred regarding the paved road?  **A)** A paved road has been constructed where there was previously undeveloped land. **B)** A paved road has been demolished and replaced with soil. **C)** An existing paved road has been narrowed to create more green space. **D)** The paved road has been converted into a gravel path.",A,A,a,True,Multiple Choice
864,"In the northeast corner of the image, what change has occurred to the tree in the backyard of the house?  **A)** It was removed. **B)** It has grown significantly larger. **C)** It was replaced by a swimming pool. **D)** It was converted into a treehouse.",A,B,b,False,Multiple Choice
865,"In the upper-right quadrant of the image, on the eastern side of the north-south residential street, has a new house been constructed where there was previously only bare ground?",Yes,Yes,yes,True,Yes/No
866,"Has a new sidewalk been constructed in the mid-left portion of the image, bordering the edge of the residential development?",Yes,Yes,yes,True,Yes/No
867,What change occurred at the site located directly north of the horizontal road near the center of the images?  **A)** A new residential building was constructed. **B)** An existing building was completely demolished. **C)** The building's roof was replaced with a different material. **D)** The site was converted into a paved parking lot.,A,A,a,True,Multiple Choice
868,"In the northwest corner of the images, what change can be observed regarding the small body of water?  **A)** It was replaced by foliage. **B)** It expanded significantly in size. **C)** It dried out and became a patch of bare soil. **D)** It was replaced by a small concrete structure.",A,C,c,False,Multiple Choice
869,"Has a new residential building been constructed in the northwestern quadrant of the area, replacing the previously undeveloped land and vegetation?",Yes,Yes,yes,True,Yes/No
870,"In the front yard of the house located at the southwest corner of the three-way intersection, what change has occurred regarding the tree?  **A)** The tree was completely removed and replaced with grass. **B)** A tree grew significantly or a larger one was planted. **C)** The tree was relocated to the back of the property. **D)** The tree was replaced by a stone monument.",B,B,b,True,Multiple Choice
871,Has a new residential building been constructed on the previously empty lot located in the eastern section of the area?,Yes,Yes,yes,True,Yes/No
872,What change has occurred in the northwest corner of the area shown in the images?  **A)** A building was demolished to make way for a road. **B)** A new residential building was constructed on previously undeveloped land. **C)** The vegetation in that area was cleared for farming. **D)** An existing building underwent a significant roof color change.,B,B,b,True,Multiple Choice
873,"Has a building with a grey roof been constructed in the top-central part of the site, replacing what was previously a cluster of trees?",Yes,Yes,yes,True,Yes/No
874,"What change can be observed regarding the building located in the southwest corner of the images?  **A)** A new building was constructed on a previously undeveloped lot. **B)** The building was demolished, leaving behind an empty field. **C)** The building's roof was completely replaced. **D)** A large extension was added to the rear of the building.",A,A,a,True,Multiple Choice
875,"Comparing the two images, what change is observed in the vegetation located in the front yard of the house situated in the center-right area of the neighborhood?  **A)** The tree has been removed and replaced with a paved driveway. **B)** The tree has matured and grown significantly in size. **C)** The tree was replaced by a new residential building extension. **D)** The tree has been removed to install a new circular swimming pool.",B,D,d,False,Multiple Choice
876,"Has a new residential building been constructed in the south-central portion of the neighborhood, situated within a row of houses that borders a tree-lined street?",Yes,Yes,yes,True,Yes/No
877,Is there any detectable anomaly in the overall scene composition between these two images?,No,No,no,True,Yes/No
878,"Has a new building been constructed in the southwestern portion of the image, south of the diagonal road, in an area that was previously covered by trees?",Yes,Yes,yes,True,Yes/No
879,"In the bottom center-right part of the image, at the end of the row of houses along the eastern side of the road, what change has occurred between the first and second images?  **A)** A new house was built where there was previously empty land. **B)** A house was completely removed. **C)** A paved parking lot was added. **D)** A small pond was excavated.",A,B,b,False,Multiple Choice
880,"Is there a newly constructed residential building in the eastern portion of the image, situated on the right side of the curving road, where there was previously undeveloped land?",Yes,Yes,yes,True,Yes/No
881,"Has the cluster of trees located at the end of the northern driveway, situated between the two residential structures in the upper-central portion of the image, been removed or cleared?",Yes,Yes,yes,True,Yes/No
882,Has a new segment of sidewalk been constructed along the northern edge of the road in the southwest corner of the image?,Yes,Yes,yes,True,Yes/No
883,"In the eastern section of the residential neighborhood, has the tree located in the front yard of the house on the northern side of the street been removed?",Yes,Yes,yes,True,Yes/No
884,"Looking at the area west of the white building in the northern section of the property, what change has occurred regarding a swimming pool?  **A)** The swimming pool was removed and filled with dirt. **B)** A new swimming pool was constructed. **C)** The swimming pool was covered by a new deck. **D)** The shape of the swimming pool was changed from rectangular to circular.",B,A,a,False,Multiple Choice
885,"In the northwest corner of the developed area, adjacent to a dark-roofed structure, has a light-colored shipping container been positioned where there was previously a smaller, dark object?",Yes,Yes,yes,True,Yes/No
886,How did the paved road infrastructure change throughout the area shown in the second image compared to the first?  **A)** Several paved roads were removed and replaced with vegetation. **B)** The existing paved roads were repainted with new lane markings. **C)** New paved roads were constructed where there was previously undeveloped land. **D)** The paved roads were converted into dirt paths.,C,C,c,True,Multiple Choice
887,"Has a body of water been formed, covering the central portion of the area shown in the image?",Yes,Yes,yes,True,Yes/No
888,"In the northwest corner of the area shown, what change can be observed between the two images regarding the transportation infrastructure?  **A)** A bike lane has been newly constructed. **B)** An existing bike lane was removed and replaced with a dirt path. **C)** A bike lane was converted into a sidewalk. **D)** The bike lane was repaved but its layout remained the same.",A,A,a,True,Multiple Choice
889,"Has a new building been constructed in the southwestern corner of the scene, replacing what was previously a wooded area?",Yes,Yes,yes,True,Yes/No
890,What development has taken place in the northwest corner of the region shown in the images?  **A)** A building was demolished. **B)** A new building was constructed. **C)** A parking lot was expanded. **D)** Vegetation was planted to create a buffer zone.,B,B,b,True,Multiple Choice
891,"Has the tree located in the northern section of the residential lot, situated just south of the rectangular pool area, been removed?",Yes,Yes,yes,True,Yes/No
892,"In the northwestern portion of the field, has a small tree or shrub newly appeared along the fence line that separates the open land from the residential backyards?",Yes,Yes,yes,True,Yes/No
893,"In the area on the middle-left edge of the images, what change is evident?  **A)** A building has been constructed where there was previously none. **B)** An existing structure has been completely removed. **C)** The area has been paved over to create a parking lot. **D)** A small garden has been replaced by a playground.",A,A,a,True,Multiple Choice
894,"In the middle-left section of the image, has a new residential building been constructed on land that was previously covered by dense forest?",Yes,No,no,False,Yes/No
895,"Has a new residential building been constructed in the middle-left portion of the image, replacing the previously undeveloped land and natural vegetation?",Yes,Yes,yes,True,Yes/No
896,"In the northern section of the residential area, has the small tree located in the backyard of the house near the boundary fence adjacent to the main road grown to have a much larger and more prominent canopy?",Yes,Yes,yes,True,Yes/No
897,"Looking at the road running from the bottom left toward the right side of the image, what change can be observed between the two periods?  **A)** The unpaved road was removed to make room for a new forest. **B)** The road was paved and transformed into a residential street with sidewalks. **C)** The existing road was widened to accommodate a six-lane highway. **D)** The road was permanently closed and became overgrown with natural vegetation.",B,B,b,True,Multiple Choice
898,"In the northwest corner of the area shown, what change has occurred to the sidewalk along the street?  **A)** It was demolished. **B)** It was newly constructed. **C)** It was narrowed to widen the road. **D)** It was repaved with a darker material.",B,B,b,True,Multiple Choice
899,What change can be observed regarding the parking lot in the upper-left corner of the image?  **A)** A parking lot was newly constructed. **B)** An existing parking lot was removed and replaced with trees. **C)** The parking lot was significantly expanded from its original size. **D)** The parking lot was converted into a temporary construction site.,A),B,b,False,Multiple Choice
900,"Has a new residential building been constructed in the north-central section of the imagery, replacing what was previously undeveloped land?",Yes,Yes,yes,True,Yes/No
901,"In the front yard of the northernmost house in the row of residences, has the small tree seen during the construction phase grown into a mature tree?",Yes,Yes,yes,True,Yes/No
902,"Has a new building been constructed on the previously vacant lot in the top-left quadrant of the image, adjacent to the road?",Yes,Yes,yes,True,Yes/No
903,Has a new residential building been constructed on the previously vacant plot of land in the southwestern corner of the cul-de-sac?,Yes,Yes,yes,True,Yes/No
904,Is there any observable discrepancy in the overall scene composition between the two captures?,No,Yes,yes,False,Yes/No
905,"Looking at the central and southern sections of the images, what change has occurred regarding the paved road?  **A)** An existing paved road was completely demolished and overgrown with vegetation. **B)** A new paved road was constructed where there was previously forest and undeveloped terrain. **C)** A narrow dirt trail was widened but remains unpaved. **D)** No changes are visible in the road infrastructure within this area.",B,D,d,False,Multiple Choice
906,"What change has occurred to the property located at the northern end of the cul-de-sac, bordering the main road at the top of the images?  **A)** The house was demolished, leaving an empty lot. **B)** A new house was constructed on the previously vacant lot. **C)** A swimming pool was added to the backyard of the house. **D)** The property was converted into a small community park.",B,B,b,True,Multiple Choice
907,"Has a new building been constructed in the upper right portion of the image, situated to the north of the large residence with the white-rimmed pool?",Yes,Yes,yes,True,Yes/No
908,"Has a new building been constructed in the bottom-left corner of the area, replacing the previous vegetation?",Yes,Yes,yes,True,Yes/No
909,Has a newly constructed sidewalk been added along the edge of the road in the southwestern section of the image?,Yes,Yes,yes,True,Yes/No
910,Has a new building been constructed in the southwest corner of the image?,Yes,Yes,yes,True,Yes/No
911,Has a new building been constructed on the previously empty lot in the southeastern portion of the residential area?,Yes,Yes,yes,True,Yes/No
912,"Looking at the residential area in the northwestern part of the images, what change has occurred to the swimming pool located in the backyard of one of the houses?  **A)** It was filled in and replaced with a lawn. **B)** It was newly constructed. **C)** It was expanded to include a hot tub. **D)** It was covered with a grey pool cover.",B,A,a,False,Multiple Choice
913,"Has a new building been constructed in the northwest corner of the area, where there was previously an empty field?",Yes,Yes,yes,True,Yes/No
914,"In the southern portion of the landscape, just north of the curved white walkway, has the small tree been removed to make way for residential development?",Yes,Yes,yes,True,Yes/No
915,"Has a new paved road been constructed in the northwestern part of the image, extending through the newly developed residential area?",Yes,Yes,yes,True,Yes/No
916,What change has occurred at the top center of the image between the first and second timestamps?  **A)** A building has been demolished. **B)** A building has been constructed. **C)** A new road has been paved in that specific spot. **D)** The area has been converted into a parking lot.,B,B,b,True,Multiple Choice
917,"Looking at the northeastern edge of the parking lot for the building with the prominent blue/purple roof, what change can be observed regarding the tree at that location?  **A)** It has been removed. **B)** It has grown significantly in size and foliage. **C)** It was replaced by a concrete walkway. **D)** It was trimmed to a much smaller size.",B,A,a,False,Multiple Choice
918,"In the northwest corner of the scene, has a larger residential building been constructed to replace the smaller structure?",Yes,Yes,yes,True,Yes/No
919,What change can be observed at the site located south of the cul-de-sac in the lower portion of the images?  **A)** A building was demolished. **B)** A new building was constructed. **C)** A large swimming pool was added. **D)** The existing building was expanded.,B,B,b,True,Multiple Choice
920,"Has a new residential house been constructed in the eastern section of the area, replacing what was previously vacant land?",Yes,Yes,yes,True,Yes/No
921,What change can be observed in the bottom left corner of the second image compared to the first?  **A)** A building was demolished. **B)** A new building was constructed. **C)** A forest was cleared. **D)** A road was paved over.,B,B,b,True,Multiple Choice
922,"Looking at the small landscape island in the center-right portion of the parking lot, what change occurred between the first and second image?  **A)** A new parking lane was added. **B)** A tree was planted. **C)** A light pole was removed. **D)** The area was paved over for more parking.",B,B,b,True,Multiple Choice
923,"Has a new sidewalk been constructed running parallel to the western edge of the main north-south road, located in the lower half of the image?",Yes,Yes,yes,True,Yes/No
924,"Based on a holistic comparison of the two captures, which statement best characterizes the overall scene consistency?  **A)** A high degree of visual parity and stability is maintained. **B)** There is a pronounced level of structural deviation. **C)** The images exhibit significant temporal fluctuation. **D)** A moderate degree of compositional variance is evident.",A,A,a,True,Multiple Choice
925,Has the tree located in the bottom-right corner of the scene been removed and replaced by a small white structure?,Yes,Yes,yes,True,Yes/No
926,"In the southeastern corner of the housing development, have several new residential buildings with gray roofs and green yards been constructed on what was previously an empty dirt lot?",Yes,Yes,yes,True,Yes/No
927,"In the bottom right corner of the images, what change has occurred to the site?  **A)** A residential building was demolished. **B)** A new house was constructed on previously undeveloped land. **C)** The existing building's roof was replaced with a different material. **D)** A small shed was removed to make room for a garden.",B,B,b,True,Multiple Choice
928,Has a small rectangular building or shed been constructed in the backyard of the residence located in the northeast corner of the image?,Yes,Yes,yes,True,Yes/No
929,"Focusing on the area along the far right edge of the frame, what is the nature of the change that occurred between the first and second images?  **A)** A pre-existing structure was demolished to clear the land. **B)** A new residential building was constructed. **C)** A large commercial parking lot was established. **D)** The land was converted into a public park with walking trails.",B,A,a,False,Multiple Choice
930,What change is observed for the property located in the middle of the block on the far right side of the images?  **A)** A building was newly constructed. **B)** A building was demolished. **C)** The building's roof was replaced with a different material. **D)** A large swimming pool was added to the backyard.,A,A,a,True,Multiple Choice
931,"In the northwestern corner of the image, has a new sidewalk been constructed alongside a recently built road?",Yes,Yes,yes,True,Yes/No
932,"In the front yard of the house located at the bottom center of the images, what change occurred to the tree situated near the sidewalk?  **A)** The tree was removed to clear space for landscaping. **B)** The tree grew significantly and its canopy became much denser. **C)** The tree was replaced by a fire hydrant. **D)** The tree was cut down and replaced with a flower bed.",B,A,a,False,Multiple Choice
933,"Has a tree been newly planted in the backyard of the residence located on the eastern side of the cul-de-sac, where there was previously only cleared ground?",Yes,Yes,yes,True,Yes/No
934,What change occurred to the swimming pool located in the southwest corner of the imagery?  **A)** It was demolished and replaced by a field. **B)** It was newly constructed as part of residential development. **C)** Its shape was modified from rectangular to kidney-shaped. **D)** It was filled in and paved over.,B,D,d,False,Multiple Choice
935,"Has a new paved multi-lane road been constructed in the left half of the area, curving from the top center down toward the bottom left corner?",Yes,Yes,yes,True,Yes/No
936,Has a tree appeared in the grassy area located between the circular parking loop and the cluster of portable buildings?,Yes,Yes,yes,True,Yes/No
937,"Has the tree situated in the front yard of the residence on the southern side of the curved street, near the driveway, increased significantly in size and canopy density?",Yes,No,no,False,Yes/No
938,"In the southeastern portion of the image, near the curved residential roads, what change occurred to the trail?  **A)** It was demolished. **B)** It was constructed. **C)** It was rerouted. **D)** It was widened.",B,B,b,True,Multiple Choice
939,"Has a new building been constructed in the central part of the area, just south of the cul-de-sac's turnaround, where there was previously dense forest?",Yes,Yes,yes,True,Yes/No
940,How would you characterize the relationship between these two temporal captures?  **A)** Significant structural transformation **B)** Pronounced scene-level divergence **C)** High degree of visual parity **D)** Moderate compositional fluctuation,C),C) High degree of visual parity,c,True,Multiple Choice
941,"In the northeast corner of the area shown, what change has occurred between the two images?  **A)** A building was demolished. **B)** A house was constructed. **C)** A new road was paved through a field. **D)** A forest fire cleared the vegetation.",B,B,b,True,Multiple Choice
942,"Has a multi-lane paved road system, including highway overpasses, been newly constructed across the previously undeveloped terrain in the central and upper sections of the image?",Yes,Yes,yes,True,Yes/No
943,"Looking at the lot in the lower-left portion of the central residential block, how has it changed between the two images?  **A)** A building was demolished to create a vacant lot. **B)** A new residential building was constructed on the previously vacant lot. **C)** The area was paved over to create a parking lot. **D)** A dense patch of forest was planted on the site.",B,B,b,True,Multiple Choice
944,"Has a new building been constructed in the upper-right quadrant of the residential area, situated on the north side of the inner street?",Yes,No,no,False,Yes/No
945,"In the western portion of the image, along the southwestern edge of the road intersection, has a new sidewalk been constructed?",Yes,Yes,yes,True,Yes/No
946,What notable change has occurred to the property located on the middle-right edge of the imagery?  **A)** An existing building was demolished. **B)** A new building has been constructed. **C)** The roof of an existing building was changed from black to grey. **D)** The area was cleared of structures to create a park.,B,A,a,False,Multiple Choice
947,"Near the top of the image, what major development has taken place regarding the road infrastructure?  **A)** A paved road was constructed. **B)** A paved road was demolished. **C)** The road was narrowed and converted into a dirt path. **D)** A bridge was built over the existing road.",A,A,a,True,Multiple Choice
948,Has a paved road featuring a circular cul-de-sac been constructed in the northern section of the image?,Yes,Yes,yes,True,Yes/No
949,"In the northwestern portion of the image, near the main road intersection, what change can be observed regarding the sidewalk?  **A)** It was demolished to make way for a new road lane. **B)** It was newly constructed where there was previously only unpaved land. **C)** It was relocated further away from the road edge. **D)** It was widened and repaved with darker material.",B,D,d,False,Multiple Choice
950,"In the lower right quadrant of the image, what change has occurred at the location where a house now stands?  **A)** A residential building has been constructed on previously empty land. **B)** An existing structure has been demolished to make room for a lawn. **C)** The color of the roof has been changed from dark to light. **D)** A paved driveway has been replaced with a gravel one.",A,A,a,True,Multiple Choice
951,"What change can be observed in the upper center of the images, just west of the curved section of the road?  **A)** A building was demolished to create open space. **B)** A new building was constructed where there was previously vegetation. **C)** A swimming pool was installed in an existing yard. **D)** A paved parking lot was added to a residential property.",B,B,b,True,Multiple Choice
952,"In the eastern section of the parking area, within one of the designated landscaping islands, what change is observed regarding the tree between the two images?  **A)** It was removed to increase parking capacity. **B)** It has been newly grown. **C)** It was relocated from the western side of the building. **D)** It has been replaced by a utility pole.",B,A,a,False,Multiple Choice
953,"In the southeastern portion of the image, has a residential building been constructed at the end of a cul-de-sac where there was previously only open land?",Yes,Yes,yes,True,Yes/No
954,Has a tree been planted in the front yard of the house located on the inner side of the road's curve in the southern portion of the image?,Yes,Yes,yes,True,Yes/No
955,"In the northwestern section of the developed residential area, what change has occurred to the lot located along the straight road?  **A)** A building was constructed on previously vacant land. **B)** An existing building was demolished. **C)** A large extension was added to an existing house. **D)** The land was converted into a public park.",A,A,a,True,Multiple Choice
956,What change has occurred to the area located at the bottom left corner of the scene?  **A)** A building has been constructed. **B)** A building has been demolished. **C)** A pond has been filled with soil. **D)** A forest has been cleared for a road.,A,A,a,True,Multiple Choice
957,What change occurred to the tree located in the northwest corner of the initial landscape?  **A)** It was incorporated into the backyard of a new home. **B)** It was cleared for the construction of a residential road and sidewalk. **C)** It was replaced by a commercial building. **D)** It was preserved and remains in its original location.,B,B,b,True,Multiple Choice
958,"Has the tree located on the left side of the field, roughly midway between the top and bottom edges, been removed?",Yes,Yes,yes,True,Yes/No
959,"Looking at the upper-left corner of the first image, what change has occurred to the tree in that specific location when comparing it to the second image?  **A)** It has been removed to accommodate a new building. **B)** It has been preserved as part of a new park. **C)** It was replaced by a paved driveway. **D)** It was moved to the edge of the parking lot.",A,A,a,True,Multiple Choice
960,"In the upper-middle part of the image, situated along the western edge of the main road and adjacent to a backyard with a swimming pool, what change has occurred to the vegetation?  **A)** Several mature trees have appeared or grown significantly where there was previously sparse vegetation. **B)** The existing trees were removed to allow for a home extension. **C)** A large garden bed was replaced with a paved patio area. **D)** The grassy area was cleared to make room for a new side street.",A,A,a,True,Multiple Choice
961,"Has a new swimming pool been constructed in the backyard of the residence located in the south-central portion of the neighborhood, just west of the unpaved trail?",Yes,Yes,yes,True,Yes/No
962,"Looking at the bottom-left corner of the image, what change can be observed between the two timeframes?  **A)** A building was demolished and the area was cleared. **B)** A new building was constructed on the vacant lot. **C)** The area was converted into a public park with new trees. **D)** A parking lot was paved over the existing vegetation.",B,A,a,False,Multiple Choice
963,"What change can be observed in the front yard of the house located in the lower-middle part of the images, near the street?  **A)** The trees have been cut down. **B)** A new swimming pool was installed. **C)** The vegetation has grown significantly. **D)** The front lawn was replaced with gravel.",C,B,b,False,Multiple Choice
964,Has a newly constructed swimming pool appeared on the southern side of the large residential building in the lower half of the image?,Yes,Yes,yes,True,Yes/No
965,"In the northeast corner of the images provided, what change can be observed regarding the sidewalk?  **A)** A pre-existing sidewalk was demolished and replaced with trees. **B)** A sidewalk was newly constructed where there was previously only vegetation. **C)** An existing sidewalk was widened to double its original width. **D)** The sidewalk was moved several meters to the west.",B,B,b,True,Multiple Choice
966,"Focusing on the bottom-left area of the image, what change has occurred between the two time periods regarding the structures in that location?  **A)** A residential building was demolished. **B)** A new building was constructed on previously undeveloped land. **C)** An existing building underwent a major roof renovation. **D)** A building was moved from another location.",B,A,a,False,Multiple Choice
967,"Looking at the right side of the area shown in these images, what major change has occurred between the two time periods?  **A)** A large building complex has been constructed where there was previously an open field. **B)** An existing warehouse has been completely demolished to clear the land. **C)** The area has been converted from a parking lot into a natural meadow. **D)** A new multi-lane highway has been built across the vacant lot.",A,A,a,True,Multiple Choice
968,"What change occurred to the tree located on the eastern side of the image, along the grassy strip between the residential fence and the sidewalk?  **A)** It was removed. **B)** It was planted. **C)** It was replaced with a utility pole. **D)** It was damaged by a storm.",B,A,a,False,Multiple Choice
969,"Looking at the central area of the images, what transformation has taken place over time?  **A)** A building has been constructed on previously vacant land. **B)** A pre-existing building was demolished to make way for a road. **C)** A large group of trees was cleared to create a parking lot. **D)** The area was converted from a residential zone to a dense forest.",A,A,a,True,Multiple Choice
970,"Has a new building been constructed in the northwest corner of the area, where there was previously only vacant land?",Yes,Yes,yes,True,Yes/No
971,"Looking at the area in the northern part of the image, above the horizontal road, what change has occurred between the two time periods?  **A)** A row of new residential houses has been constructed. **B)** A large commercial warehouse has been built. **C)** An existing housing development was demolished to clear land. **D)** A dense forest has grown over previously cleared land.",A,C,c,False,Multiple Choice
972,"Looking at the area north of the teal-roofed building, what happened to the tree that was originally located near the dirt path?  **A)** It was removed during construction. **B)** It was replaced with a larger deciduous tree. **C)** It was preserved and a fence was built around it. **D)** It was moved to the center of the new parking lot.",A,A,a,True,Multiple Choice
973,What has happened to the tree located in the parking lot south of the central building?  **A)** It was replaced by a new building. **B)** It was removed. **C)** It was planted in a previously empty space. **D)** It grew significantly taller.,B,B,b,True,Multiple Choice
974,"Has a new residential building been constructed in the upper-middle section of the image where there was previously only an open, undeveloped field?",Yes,Yes,yes,True,Yes/No
975,What change occurred in the bottom-center portion of the landscape between the two images?  **A)** An existing residential building was demolished. **B)** A new house was constructed on previously vegetated land. **C)** The roof of a house was replaced with a different material. **D)** A large swimming pool was installed in an existing backyard.,B,B,b,True,Multiple Choice
976,"Focusing on the southern side of the main road, directly adjacent to the parking lot at the bottom of the images, what change occurred to the sidewalk area?  **A)** The sidewalk was removed and replaced with grass. **B)** A new sidewalk was constructed where there was previously an unpaved strip. **C)** A row of street lights was installed along the sidewalk. **D)** The sidewalk was widened to accommodate a bicycle lane.",B,B,b,True,Multiple Choice
977,"What change can be observed regarding the walkway leading from the street to the house on the northern side of the road, located in the left-central portion of the images?  **A)** It was widened into a two-lane path. **B)** It was removed and replaced with trees or shrubbery. **C)** It was repaved with dark asphalt. **D)** It was extended to connect with the adjacent property's driveway.",B,B,b,True,Multiple Choice
978,"Has a new residential building been constructed in the western portion of the neighborhood, located on the southern side of the road that curves across the middle of the area?",Yes,Yes,yes,True,Yes/No
979,"In the upper-left quadrant of the images, what change occurred to the tree that was originally situated there?  **A)** It was removed. **B)** It has grown significantly. **C)** A building was constructed in its place. **D)** It was replaced by a small garden.",A,A,a,True,Multiple Choice
980,"In the lower-left portion of the image, along the edge of the residential street, what change has occurred to the sidewalk?  **A)** It was newly constructed. **B)** It was demolished and replaced with grass. **C)** It was widened to improve pedestrian access. **D)** It was repainted with bright yellow safety markings.",A,C,c,False,Multiple Choice
981,Has the sidewalk at the street corner in the southern section of the neighborhood been extended to continue along the adjacent roadway?,Yes,Yes,yes,True,Yes/No
